|,|__appid,|__name,|__developer,|__publisher,|__score_rank,|__positive,|__negative,|__userscore,|__owners,|__average_forever,|__average_2weeks,|__median_forever,|__median_2weeks,|__price,|__initialprice,|__discount,,
13140,13140,America's Army 3,U.S. Army,U.S. Army,,1514,724,0,"500,000 .. 1,000,000",834,1,13,1,0,0,0,,
203290,203290,America's Army: Proving Grounds,U.S. Army,U.S. Army,,6382,1890,0,"2,000,000 .. 5,000,000",1053,233,32,350,0,0,0,,
115210,115210,American Conquest,GSC Game World,GSC World Publishing,,177,91,0,"100,000 .. 200,000",452,5,77,5,499,499,0,,
115220,115220,American Conquest: Fight Back,GSC Game World,GSC World Publishing,,151,71,0,"100,000 .. 200,000",347,0,194,0,499,499,0,,
302190,302190,Amerzone: The Explorer’s Legacy,Microids,Microids,,93,49,0,"0 .. 20,000",58,0,66,0,499,499,0,,
239200,239200,Amnesia: A Machine for Pigs,The Chinese Room,Frictional Games,,4297,2131,0,"2,000,000 .. 5,000,000",225,95,23,125,1999,1999,0,,
359390,359390,Amnesia: Memories,"Idea Factory, Design Factory",Idea Factory International,,1775,119,0,"50,000 .. 100,000",607,272,289,240,1999,1999,0,,
57300,57300,Amnesia: The Dark Descent,Frictional Games,Frictional Games,,20093,1193,0,"2,000,000 .. 5,000,000",247,266,49,25,1999,1999,0,,
341720,341720,Among Ripples,Eat Create Sleep,Eat Create Sleep,,907,392,0,"200,000 .. 500,000",12,5,6,5,0,0,0,,
unknow,unknow,Among the Sleep,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
289090,289090,Ampu-Tea,ProjectorGames,KISS ltd,,1282,752,0,"200,000 .. 500,000",226,144,209,144,499,499,0,,
369060,369060,Amygdala,MachineSpirit,MachineSpirit,,13,22,0,"0 .. 20,000",183,0,204,0,999,999,0,,
335460,335460,An Assassin in Orlandes,Tin Man Games,Tin Man Games,,57,10,0,"20,000 .. 50,000",181,9,198,9,499,499,0,,
242940,242940,Anachronox,,Square Enix,,219,68,0,"200,000 .. 500,000",104,0,25,0,699,699,0,,
209370,209370,Analogue: A Hate Story,Love Conquers All Games,Love Conquers All Games,,1877,129,0,"100,000 .. 200,000",188,0,124,0,999,999,0,,
266430,266430,Anarchy Arcade,Elijah Newman-Gomez,Elijah Newman-Gomez,,1588,700,0,"500,000 .. 1,000,000",89,0,20,0,0,0,0,,
unknow,unknow,Ancient Planet,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
249190,249190,Ancient Space,CreativeForge Games,Paradox Interactive,,133,166,0,"50,000 .. 100,000",138,0,125,0,499,1999,75,,
18700,18700,And Yet It Moves,Broken Rules,Broken Rules,,735,326,0,"200,000 .. 500,000",52,7,22,7,999,999,0,,
367270,367270,Angels Fall First,Strangely Interactive Ltd,Strangely Interactive Ltd,,1546,337,0,"50,000 .. 100,000",255,37,111,37,1799,1799,0,,
335900,335900,Angels of Fasaria: Version 2.0,Fasaria Works,NSE,,22,28,0,"50,000 .. 100,000",300,0,327,0,499,499,0,,
210550,210550,Angry Birds Space,Rovio Entertainment Ltd,Rovio Entertainment Ltd,,416,49,0,"0 .. 20,000",336,0,212,0,0,0,0,,
237740,237740,Angry Video Game Nerd Adventures,FreakZone Games,Screenwave Media,,2410,298,0,"100,000 .. 200,000",279,0,140,0,499,499,0,,
278890,278890,Angvik,Alastair John Jack,Alastair John Jack,,1421,179,0,"100,000 .. 200,000",173,5,116,5,299,299,0,,
217690,217690,Anna - Extended Edition,Dreampainters,Kalypso Media Digital,,877,486,0,"200,000 .. 500,000",203,0,118,0,999,999,0,,
327220,327220,Anna's Quest,Daedalic Entertainment,Daedalic Entertainment,,856,113,0,"100,000 .. 200,000",271,152,233,303,1999,1999,0,,
unknow,unknow,Anno 1404,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Anno 1404 Venice,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
48240,48240,Anno 2070,"Blue Byte, Related Designs",Ubisoft,,5614,3643,0,"500,000 .. 1,000,000",1845,68,717,94,1999,1999,0,,
375910,375910,Anno 2205,Blue Byte,Ubisoft,,2101,1215,0,"200,000 .. 500,000",1219,131,762,262,3999,3999,0,,
unknow,unknow,Anno Online,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
234900,234900,Anodyne,"Sean Han Tani, Marina Kittaka",Analgesic Productions,,853,154,0,"100,000 .. 200,000",209,197,146,197,999,999,0,,
236730,236730,Anomaly 2,11 bit studios,11 bit studios,,508,120,0,"200,000 .. 500,000",242,693,135,306,1499,1499,0,,
294750,294750,Anomaly Defenders,11 bit studios,11 bit studios,,216,55,0,"50,000 .. 100,000",377,742,206,276,999,999,0,,
251530,251530,Anomaly Korea,11 bit studios,11 bit studios,,433,112,0,"100,000 .. 200,000",204,590,151,287,499,499,0,,
252170,252170,Anomaly Warzone Earth Mobile Campaign,11 bit studios,11 bit studios,,258,61,0,"100,000 .. 200,000",304,762,194,300,499,499,0,,
91200,91200,Anomaly: Warzone Earth,11 bit studios,11 bit studios,,3296,477,0,"500,000 .. 1,000,000",207,777,113,313,999,999,0,,
305920,305920,Another Perspective,ShaunJS,"ShaunJS, Digerati Distribution",,251,37,0,"20,000 .. 50,000",45,0,23,0,599,599,0,,
unknow,unknow,Another World,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
338050,338050,Anoxemia,BSK Games,BSK Games,,241,128,0,"100,000 .. 200,000",294,0,270,0,399,399,0,,
219890,219890,Antichamber,Alexander Bruce,Demruth,,12190,613,0,"1,000,000 .. 2,000,000",249,290,131,308,1999,1999,0,,
268200,268200,Antisquad,InsGames,INSGAMES LIMITED,,149,121,0,"50,000 .. 100,000",258,0,200,0,599,599,0,,
113400,113400,APB Reloaded,Little Orbit,Little Orbit,,19970,11714,0,"5,000,000 .. 10,000,000",2177,482,151,107,0,0,0,,
unknow,unknow,Aperture Tag The Paint Gun Testing Initiative,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
365420,365420,Apollo4x,Digital Entertainment,Digital Entertainment,,17,30,0,"0 .. 20,000",195,0,205,0,199,199,0,,
208750,208750,Apotheon,Alientrap,Alientrap,,2231,239,0,"200,000 .. 500,000",332,51,219,51,1499,1499,0,,
417890,417890,Apotheon Arena,Alientrap,Alientrap,,755,166,0,"200,000 .. 500,000",50,0,13,0,0,0,0,,
80000,80000,APOX,BlueGiant Interactive,BlueGiant Interactive,,46,112,0,"20,000 .. 50,000",108,0,78,0,1499,1499,0,,
263880,263880,Aqua Kitty - Milk Mine Defender,"TIKIPOD, Electric Cafe",TIKIPOD,,355,49,0,"20,000 .. 50,000",110,0,70,0,699,699,0,,
39630,39630,AquaNox,THQ Nordic,THQ Nordic,,151,57,0,"100,000 .. 200,000",66,0,19,0,499,499,0,,
39640,39640,AquaNox 2: Revelation,THQ Nordic,THQ Nordic,,106,35,0,"100,000 .. 200,000",53,0,22,0,499,499,0,,
24420,24420,Aquaria,"Bit Blot, LLC","Bit Blot, LLC",,1001,132,0,"200,000 .. 500,000",118,13,22,13,999,999,0,,
269890,269890,AR-K,GATO STUDIO,GATO STUDIO,,247,177,0,"50,000 .. 100,000",203,0,153,0,79,799,90,,
72500,72500,Arcadia,Joshyy,Ronimo Games,,34,41,0,"0 .. 20,000",12,0,17,0,499,499,0,,
269610,269610,Arcane Worlds,Ranmantaru Games,Ranmantaru Games,,110,91,0,"20,000 .. 50,000",21,0,18,0,999,999,0,,
39690,39690,ArcaniA,Spellbound Studios,THQ Nordic,,726,750,0,"200,000 .. 500,000",370,10,91,10,1999,1999,0,,
65610,65610,ArcaniA: Fall of Setarrif,Spellbound Studios,THQ Nordic,,115,224,0,"100,000 .. 200,000",135,0,130,0,1499,1499,0,,
304030,304030,ArcheAge,XLGAMES,Trion Worlds,,3169,3010,0,"1,000,000 .. 2,000,000",3958,1060,229,1097,0,0,0,,
207230,207230,ArcheBlade,CodeBrush Games,Codebrush Games,,5638,2081,0,"2,000,000 .. 5,000,000",329,321,44,321,0,0,0,,
65400,65400,Archon Classic,React Games,React Games,,90,17,0,"20,000 .. 50,000",50,0,50,0,999,999,0,,
358170,358170,Arctic Adventure,3D Realms (Apogee Software),3D Realms (Apogee Software),,16,15,0,"0 .. 20,000",1,0,2,0,0,0,0,,
unknow,unknow,Arctic Combat,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
207730,207730,Arena Wars 2,ExDream GmbH,Just a Game,,129,256,0,"50,000 .. 100,000",76,0,24,0,399,399,0,,
346110,346110,ARK: Survival Evolved,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,,144027,64999,0,"5,000,000 .. 10,000,000",10652,1035,1532,246,4999,4999,0,,
33900,33900,Arma 2,Bohemia Interactive,Bohemia Interactive,,1725,358,0,"1,000,000 .. 2,000,000",601,204,56,204,1299,1299,0,,
unknow,unknow,Arma 2 British Armed Forces,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Arma 2 DayZ Mod,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Arma 2 Free,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Arma 2 Operation Arrowhead Beta (Obsolete),unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Arma 2 Private Military Company,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
33930,33930,Arma 2: Operation Arrowhead,Bohemia Interactive,Bohemia Interactive,,17663,1523,0,"2,000,000 .. 5,000,000",4340,855,346,244,1999,1999,0,,
107410,107410,Arma 3,Bohemia Interactive,Bohemia Interactive,,104448,12456,0,"2,000,000 .. 5,000,000",14658,1024,2259,300,3999,3999,0,,
224860,224860,Arma Tactics,Bohemia Interactive,Bohemia Interactive,,239,513,0,"200,000 .. 500,000",170,60,134,60,899,899,0,,
65790,65790,ARMA: Cold War Assault,Bohemia Interactive,Bohemia Interactive,,3189,940,0,"1,000,000 .. 2,000,000",185,2857,16,5697,499,499,0,,
2780,2780,ARMA: Combat Operations,Bohemia Interactive,Bohemia Interactive,,145,76,0,"20,000 .. 50,000",190,0,36,0,799,799,0,,
65780,65780,ARMA: Gold Edition,Bohemia Interactive,Bohemia Interactive,,540,204,0,"500,000 .. 1,000,000",296,5602,23,5602,999,999,0,,
46790,46790,Armada 2526,Ntronium Games,Iceberg Interactive,,14,12,0,"0 .. 20,000",306,0,468,0,1499,1499,0,,
290340,290340,Armello,League of Geeks,League of Geeks,,7120,1755,0,"500,000 .. 1,000,000",827,263,310,137,1999,1999,0,,
334120,334120,Armikrog,Pencil Test Studios,Versus Evil,,579,528,0,"20,000 .. 50,000",177,0,154,0,999,999,0,,
325630,325630,Arms Dealer,"Case in Point Studios, LLC","Case in Point Studios, LLC",,93,109,0,"0 .. 20,000",39,0,19,0,0,0,0,,
247350,247350,Artemis Spaceship Bridge Simulator,,,,352,39,0,"50,000 .. 100,000",141,0,122,0,699,699,0,,
unknow,unknow,ArtRage Studio Pro,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
1700,1700,Arx Fatalis,Arkane Studios,Arkane Studios,,655,105,0,"100,000 .. 200,000",197,0,20,0,499,499,0,,
unknow,unknow,Ascend Hand of Kul,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
296930,296930,Ascendant,Hapa Games,Hapa Games,,147,40,0,"20,000 .. 50,000",358,0,269,0,999,999,0,,
unknow,unknow,Ashes of the Singularity,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
386990,386990,Asphyxia,ebi-hime,ebi-hime,,160,51,0,"20,000 .. 50,000",301,0,243,0,599,599,0,,
unknow,unknow,Assassin's Creed,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
277590,277590,Assassin's Creed Freedom Cry,Ubisoft Montreal,Ubisoft,,850,284,0,"100,000 .. 200,000",313,0,256,0,1499,1499,0,,
33230,33230,Assassin's Creed II,Ubisoft Montreal,Ubisoft,,14624,2592,0,"1,000,000 .. 2,000,000",1166,599,674,243,1999,1999,0,,
201870,201870,Assassin's Creed Revelations,Ubisoft Montreal,Ubisoft,,5857,1023,0,"500,000 .. 1,000,000",1079,197,690,270,1999,1999,0,,
368500,368500,Assassin's Creed Syndicate,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,,7066,2334,0,"500,000 .. 1,000,000",1508,686,936,258,3999,3999,0,,
289650,289650,Assassin's Creed Unity,Ubisoft,Ubisoft,,11303,7232,0,"500,000 .. 1,000,000",1415,686,923,96,2999,2999,0,,
48190,48190,Assassin’s Creed Brotherhood,Ubisoft Montreal,Ubisoft,,6571,909,0,"500,000 .. 1,000,000",1267,408,728,362,1999,1999,0,,
354380,354380,Assassin’s Creed Chronicles: China,Climax Studios,Ubisoft Entertainment,,1519,558,0,"100,000 .. 200,000",476,4033,148,6038,999,999,0,,
208480,208480,Assassin’s Creed III,Ubisoft Montreal,Ubisoft,,9230,3057,0,"1,000,000 .. 2,000,000",1616,425,1019,103,1999,1999,0,,
242050,242050,Assassin’s Creed IV Black Flag,Ubisoft Montreal,Ubisoft,,23652,3304,0,"1,000,000 .. 2,000,000",1961,335,1165,175,1999,1999,0,,
311560,311560,Assassin’s Creed Rogue,"Ubisoft Sofia, Ubisoft Kiev",Ubisoft,,4212,955,0,"200,000 .. 500,000",1723,1667,580,1995,1999,1999,0,,
250110,250110,Assault Android Cactus,Witch Beam,Witch Beam,,1276,71,0,"50,000 .. 100,000",234,2,161,2,1499,1499,0,,
244210,244210,Assetto Corsa,Kunos Simulazioni,Kunos Simulazioni,,15105,2308,0,"500,000 .. 1,000,000",3141,295,492,122,1999,1999,0,,
unknow,unknow,Astebreed,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
307130,307130,Asteria,Legend Studio,Legend Studio,,127,99,0,"20,000 .. 50,000",195,0,191,0,499,499,0,,
unknow,unknow,Asteroids Outpost,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
329200,329200,Astray,Aegon Games,Aegon Games,,139,59,0,"20,000 .. 50,000",298,0,297,0,699,699,0,,
unknow,unknow,Astro Lords,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
110600,110600,Astro Tripper,PomPom,Pom Pom Games,,30,26,0,"20,000 .. 50,000",29,0,14,0,499,499,0,,
3340,3340,AstroPop Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",,37,5,0,"20,000 .. 50,000",78,0,94,0,499,499,0,,
unknow,unknow,Atlantica Online,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
55040,55040,Atom Zombie Smasher,Blendo Games,Blendo Games,,1389,181,0,"200,000 .. 500,000",244,14,76,14,999,999,0,,
12900,12900,AudioSurf,Dylan Fitterer,Codemasters,,9033,399,0,"1,000,000 .. 2,000,000",531,133,149,28,999,999,0,,
235800,235800,Audiosurf 2,Dylan Fitterer,Dylan Fitterer,,3781,875,0,"200,000 .. 500,000",759,33,197,34,1499,1499,0,,
349720,349720,Audition Online,T3 Entertainment,Redbana Corporation,,753,408,0,"200,000 .. 500,000",5816,18287,30,18287,0,0,0,,
205870,205870,Auditorium,Cipher Prime Studios,Cipher Prime Studios,,201,46,0,"50,000 .. 100,000",86,0,26,0,699,699,0,,
268420,268420,Aura Kingdom,X-Legend,Aeria Games,,5652,1515,0,"2,000,000 .. 5,000,000",1736,1323,73,181,0,0,0,,
65500,65500,Aura: Fate of the Ages,Streko Graphics,THQ Nordic,,84,63,0,"50,000 .. 100,000",41,0,23,0,499,499,0,,
348510,348510,Autobahn Police Simulator,Z-Software,Aerosoft GmbH,,174,315,0,"20,000 .. 50,000",298,0,250,0,999,999,0,,
287220,287220,Autocraft,Alientrap,Alientrap,,166,123,0,"20,000 .. 50,000",339,0,111,0,999,999,0,,
293760,293760,Automation - The Car Company Tycoon Game,Camshaft Software,Camshaft Software,,1457,284,0,"50,000 .. 100,000",1214,282,510,243,2999,2999,0,,
233310,233310,Avadon 2: The Corruption,Spiderweb Software,Spiderweb Software,,112,21,0,"50,000 .. 100,000",466,0,259,0,999,999,0,,
112100,112100,Avadon: The Black Fortress,Spiderweb Software,Spiderweb Software,,340,75,0,"200,000 .. 500,000",275,0,51,0,999,999,0,,
337850,337850,Avernum 2: Crystal Souls,Spiderweb Software,Spiderweb Software,,128,22,0,"50,000 .. 100,000",270,2,111,2,1999,1999,0,,
206020,206020,Avernum 4,Spiderweb Software,Spiderweb Software,,54,10,0,"50,000 .. 100,000",723,0,138,0,499,499,0,,
206040,206040,Avernum 5,Spiderweb Software,Spiderweb Software,,17,4,0,"50,000 .. 100,000",425,0,763,0,499,499,0,,
206060,206060,Avernum 6,Spiderweb Software,Spiderweb Software,,36,3,0,"50,000 .. 100,000",878,0,1438,0,499,499,0,,
208400,208400,Avernum: Escape From the Pit,Spiderweb Software,Spiderweb Software,,653,56,0,"100,000 .. 200,000",472,281,162,281,999,999,0,,
272010,272010,Aveyond 3-1: Lord of Twilight,"Amaranth Games, LLC",Degica,,60,35,0,"50,000 .. 100,000",164,0,153,0,999,999,0,,
278490,278490,Aveyond 3-2: Gates of Night,"Amaranth Games, LLC",Degica,,55,38,0,"100,000 .. 200,000",23,0,14,0,999,999,0,,
286660,286660,Avoid - Sensory Overload,48h Studio,Strategy First,,153,25,0,"20,000 .. 50,000",209,389,135,389,499,499,0,,
207670,207670,AVSEQ,Big Robot Ltd,Big Robot Ltd,,28,34,0,"20,000 .. 50,000",67,0,80,0,199,199,0,,
unknow,unknow,Awesomenauts,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
8970,8970,Axel & Pixel,Silver Wish Games,2K,,34,13,0,"20,000 .. 50,000",53,0,87,0,499,499,0,,
332200,332200,Axiom Verge,Thomas Happ Games LLC,Thomas Happ Games LLC,,3048,182,0,"100,000 .. 200,000",522,60,394,60,1999,1999,0,,
unknow,unknow,Axis Game Factory's AGFPRO 3.0,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
318100,318100,AXYOS,Axyos Games,Axyos Games,,1070,1000,0,"200,000 .. 500,000",233,54,243,62,499,499,0,,
unknow,unknow,AZMD! Scorepocalypse ,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
388800,388800,Azure Striker Gunvolt,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",,744,113,0,"20,000 .. 50,000",288,0,201,0,1499,1499,0,,
722010,722010,B A S E M E N T,Souluted Games,Souluted Games,,3,4,0,"0 .. 20,000",0,0,0,0,99,99,0,,
unknow,unknow,B.U.T.T.O.N.,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Babel Rising,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
308040,308040,Back to Bed,Bedtime Digital Games,Bedtime Digital Games,,1486,341,0,"500,000 .. 1,000,000",198,344,191,492,599,599,0,,
unknow,unknow,Back to Dinosaur Island ,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Back to the Future Ep 1 - It's About Time,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
94500,94500,Back to the Future: Ep 2 - Get Tannen!,Telltale Games,Telltale Games,,1367,162,0,"500,000 .. 1,000,000",155,0,152,0,0,0,0,,
94510,94510,Back to the Future: Ep 3 - Citizen Brown,Telltale Games,Telltale Games,,1367,162,0,"500,000 .. 1,000,000",189,0,161,0,0,0,0,,
94520,94520,Back to the Future: Ep 4 - Double Visions,Telltale Games,Telltale Games,,1367,162,0,"500,000 .. 1,000,000",197,0,165,0,0,0,0,,
94530,94530,Back to the Future: Ep 5 - OUTATIME,Telltale Games,Telltale Games,,1367,162,0,"500,000 .. 1,000,000",175,0,152,0,0,0,0,,
415850,415850,BAD END,Arai Koh Create Office,YOX-Project,,249,47,0,"0 .. 20,000",247,272,164,272,299,299,0,,
231720,231720,Bad Hotel,Lucky Frame,Lucky Frame,,123,237,0,"50,000 .. 100,000",280,0,95,0,499,499,0,,
255960,255960,Bad Mojo Redux,Pulse Entertainment,Nightdive Studios,,76,13,0,"50,000 .. 100,000",25,0,44,0,599,599,0,,
unknow,unknow,Bad Rats,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
378480,378480,Badland Bandits,Wild Wolf Std,Wild Wolf Std,,62,80,0,"50,000 .. 100,000",45,0,16,0,0,0,0,,
257350,257350,Baldur's Gate II: Enhanced Edition,Beamdog,Beamdog,,2556,421,0,"500,000 .. 1,000,000",1491,1167,199,1949,1999,1999,0,,
228280,228280,Baldur's Gate: Enhanced Edition,Beamdog,Beamdog,,4108,686,0,"500,000 .. 1,000,000",1313,270,290,234,1999,1999,0,,
302490,302490,Ballad of Solar,Alawar,Buka Entertainment,,121,15,0,"0 .. 20,000",290,0,247,0,699,699,0,,
327450,327450,Ballads of Reemus: When the Bed Bites,ClickShake Games LLC,ClickShake Games LLC,,25,1,0,"0 .. 20,000",381,0,381,0,499,499,0,,
259390,259390,Ballpoint Universe - Infinite,Arachnid Games,Arachnid Games,,483,144,0,"100,000 .. 200,000",227,0,173,0,399,399,0,,
207020,207020,Bang Bang Racing,Digital Reality Software & Playbox,HandyGames,,314,81,0,"50,000 .. 100,000",100,0,33,0,999,999,0,,
242920,242920,Banished,Shining Rock Software LLC,Shining Rock Software LLC,,24532,2798,0,"1,000,000 .. 2,000,000",1254,142,516,46,1999,1999,0,,
337110,337110,Bard to the Future,Battlebard Games,,,35,31,0,"20,000 .. 50,000",79,0,37,0,0,0,0,,
381900,381900,Bard's Gold,Pixel Lantern,Pixel Lantern,,79,19,0,"0 .. 20,000",210,0,218,0,799,799,0,,
269490,269490,Bardbarian,TreeFortress Games,TreeFortress Games,,1234,157,0,"100,000 .. 200,000",277,0,172,0,799,799,0,,
340150,340150,Basement,Halfbus,Halfbus,,1023,279,0,"50,000 .. 100,000",374,24,209,37,999,999,0,,
107100,107100,Bastion,Supergiant Games,Warner Bros. Interactive Entertainment,,27780,1077,0,"2,000,000 .. 5,000,000",371,146,203,69,1499,1499,0,,
338180,338180,Batla,[geim].pro,Abyss Lights Studio LLP,,1666,1173,0,"500,000 .. 1,000,000",150,3,28,3,0,0,0,,
unknow,unknow,Batman Arkham Asylum,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Batman Arkham Asylum GOTY Edition,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Batman Arkham City,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Batman Arkham City GOTY,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
208650,208650,Batman: Arkham Knight,Rocksteady Studios,Warner Bros. Interactive Entertainment,,32745,12967,0,"1,000,000 .. 2,000,000",1472,478,834,137,1999,1999,0,,
209000,209000,Batman: Arkham Origins,"WB Games Montreal, Splash Damage",Warner Bros. Interactive Entertainment,,20243,3489,0,"2,000,000 .. 5,000,000",1097,264,534,222,1999,1999,0,,
267490,267490,Batman: Arkham Origins Blackgate - Deluxe Edition,Armature Studio,WB Games,,589,906,0,"500,000 .. 1,000,000",558,9924,207,9924,1999,1999,0,,
287070,287070,Battle Academy,Slitherine Ltd.,Slitherine Ltd.,,129,23,0,"20,000 .. 50,000",87,0,123,0,1499,1499,0,,
306640,306640,Battle Academy 2: Eastern Front,Slitherine Ltd.,Slitherine Ltd.,,92,12,0,"0 .. 20,000",416,333,542,333,3999,3999,0,,
unknow,unknow,Battle Battalions,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
365360,365360,Battle Brothers,Overhype Studios,Overhype Studios,,5083,704,0,"100,000 .. 200,000",4483,334,2119,254,2999,2999,0,,
384980,384980,Battle for Blood - Epic battles within 30 seconds!,YFC games,YFC games,,504,188,0,"100,000 .. 200,000",126,0,33,0,0,0,0,,
unknow,unknow,Battle for Graxia,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
277490,277490,Battle Group 2,Bane Games,Merge Games,,350,70,0,"50,000 .. 100,000",317,4,232,4,799,799,0,,
305260,305260,Battle Islands,DR Studios,505 Games,,2563,798,0,"500,000 .. 1,000,000",1086,3,28,3,0,0,0,,
unknow,unknow,Battle Los Angeles,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
302470,302470,Battle Mages,Targem Games,Buka Entertainment,,52,28,0,"20,000 .. 50,000",131,0,156,0,399,399,0,,
unknow,unknow,Battle Nations,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
316430,316430,Battle of Empires : 1914-1918,Great War Team,Best Way Soft,,1086,565,0,"50,000 .. 100,000",896,109,446,109,899,899,0,,
unknow,unknow,Battle vs Chess,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
238460,238460,BattleBlock Theater,The Behemoth,The Behemoth,,47293,1282,0,"2,000,000 .. 5,000,000",723,339,293,38,1499,1499,0,,
unknow,unknow,Battlefield 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
24960,24960,Battlefield: Bad Company 2,DICE,Electronic Arts,,23029,3842,0,"2,000,000 .. 5,000,000",1676,71,425,58,1999,1999,0,,
329020,329020,Battlegrounds of Eldhelm,Essence Ltd.,Essence Ltd.,,137,59,0,"100,000 .. 200,000",37,0,16,0,0,0,0,,
296050,296050,Battlepaths,Key17 Games,Digerati Distribution,,532,240,0,"100,000 .. 200,000",280,0,228,0,299,299,0,,
285130,285130,Battleplan: American Civil War,The Mustard Corporation,"KISS ltd, Osprey Publishing",,122,125,0,"100,000 .. 200,000",191,0,199,0,999,999,0,,
306930,306930,BattleSpace,Funnel Inc.,Whybe Online,,24,46,0,"20,000 .. 50,000",185,0,1,0,0,0,0,,
8170,8170,Battlestations Pacific,Eidos Studio Hungary,Square Enix,,1007,530,0,"200,000 .. 500,000",408,3,105,3,899,899,0,,
6870,6870,Battlestations: Midway,Eidos Interactive,Square Enix,,309,111,0,"200,000 .. 500,000",175,29,68,29,699,699,0,,
284160,284160,BeamNG.drive,BeamNG,BeamNG,,14855,1501,0,"500,000 .. 1,000,000",2720,213,657,103,2499,2499,0,,
259490,259490,Beast Boxing Turbo,,,,241,29,0,"20,000 .. 50,000",62,0,42,0,499,499,0,,
